6190,970,0.110107422,0.100860596,0.16998291,0.211273193,0.256134033,0.268981934,0.282150269
6191,970,0.113357544,0.10307312,0.17098999,0.210327148,0.257415771,0.270736694,0.281265259
6192,970,0.119155884,0.106887817,0.176559448,0.217376709,0.267547607,0.27571106,0.288208008
6193,970,0.122375488,0.112167358,0.183914185,0.228286743,0.278320313,0.290390015,0.297119141
6194,970,0.128005981,0.117630005,0.18788147,0.230209351,0.282028198,0.292922974,0.299118042
6195,970,0.13041687,0.120162964,0.191268921,0.232620239,0.282669067,0.293670654,0.301986694
6196,970,0.13117981,0.11920166,0.191116333,0.238891602,0.286987305,0.295669556,0.303375244
6197,970,0.133239746,0.121704102,0.194915771,0.242889404,0.295303345,0.301391602,0.306350708
6198,970,0.13243103,0.12097168,0.190429688,0.237136841,0.28843689,0.300720215,0.303741455
6199,970,0.129394531,0.117370605,0.185424805,0.229019165,0.278701782,0.288253784,0.294967651
6200,970,0.128875732,0.116622925,0.183059692,0.227325439,0.279190063,0.287277222,0.296127319
6201,970,0.121871948,0.108932495,0.175445557,0.218185425,0.266983032,0.276077271,0.285980225
6202,970,0.116836548,0.105743408,0.168991089,0.213378906,0.265853882,0.275161743,0.280273438
6203,970,0.116256714,0.105209351,0.169372559,0.21395874,0.266265869,0.27494812,0.285461426
6204,970,0.111801147,0.103790283,0.163024902,0.206832886,0.262802124,0.276611328,0.283950806
6205,970,0.114151001,0.102844238,0.166809082,0.208847046,0.269363403,0.278015137,0.286010742
6206,970,0.118453979,0.106292725,0.171966553,0.216201782,0.276428223,0.287490845,0.291381836
6207,970,0.126922607,0.112594604,0.177932739,0.222686768,0.285934448,0.297607422,0.301452637
6208,970,0.129074097,0.113952637,0.182174683,0.225570679,0.288742065,0.301559448,0.311157227
6209,970,0.125793457,0.11239624,0.181365967,0.224227905,0.281829834,0.292297363,0.302856445
6210,970,0.118347168,0.105606079,0.169891357,0.212173462,0.263687134,0.277755737,0.285751343
6211,970,0.112243652,0.10005188,0.163345337,0.202468872,0.254119873,0.26600647,0.273162842
6212,970,0.116989136,0.10458374,0.170715332,0.213043213,0.266693115,0.280319214,0.283157349
6213,970,0.123291016,0.11265564,0.181091309,0.224868774,0.281982422,0.295333862,0.302734375
6214,970,0.127746582,0.113311768,0.187515259,0.22984314,0.288589478,0.299682617,0.309509277
6215,970,0.119552612,0.108032227,0.180740356,0.224822998,0.2787323,0.294128418,0.30267334
6216,970,0.109771729,0.101333618,0.171157837,0.213394165,0.267486572,0.279708862,0.286605835
6217,970,0.106658936,0.098602295,0.170928955,0.210662842,0.265945435,0.280471802,0.282867432
6218,970,0.108261108,0.099456787,0.172058105,0.214538574,0.269485474,0.281341553,0.284576416
6219,970,0.103805542,0.09387207,0.159042358,0.201202393,0.25289917,0.265625,0.268203735
6220,970,0.098327637,0.089645386,0.152282715,0.188873291,0.241088867,0.252456665,0.258071899
6221,970,0.0990448,0.090667725,0.149642944,0.188613892,0.238876343,0.249069214,0.254638672
6222,970,0.103744507,0.091369629,0.153625488,0.192306519,0.244445801,0.253189087,0.260818481
6223,970,0.109588623,0.098297119,0.160095215,0.198547363,0.250991821,0.259857178,0.264694214
6224,970,0.114868164,0.103103638,0.163009644,0.203643799,0.250579834,0.265380859,0.265029907
6225,970,0.113952637,0.101470947,0.166473389,0.204620361,0.256790161,0.26612854,0.266738892
